,location,latitude,longitude,country
12404,"Fortaleza - Zone 1, Fortaleza - Ceará, Brazil",-3.7304512,-38.5217989,Brasil
12405,"Yirga Alem, Ethiopia",6.7468504,38.4051073,ኢትዮጵያ
12406,"montreal, Canada",45.5031824,-73.5698065,Canada
12407,"Pittsburg, Pennsylvania, United States",40.4416941,-79.9900861,United States
12408,"Semmes, AL 36575, USA",30.778688,-88.2588427,United States
12409,"London, UK",51.5073219,-0.1276474,United Kingdom
12410,"Peterborough, UK",52.5725769,-0.2427336,United Kingdom
12411,"Itacurubí de la Cordillera, Paraguay",-25.4631759,-56.847988,Paraguay
12412,"Hollsopple, PA 15935, USA",40.2125762,-78.9289137,United States
12413,"Pátzcuaro, Mich., México",19.5136796,-101.6099596,México
12414,"Arlington Heights, IL, USA",42.0811563,-87.9802164,United States
12415,"Sarasota, Florida",27.3365805,-82.5308545,United States
12416,"Gdynia, Poland",54.5164982,18.5402738,Polska
12417,"Agricultura 4-A, Ecatepec de Morelos, Méx., México",19.6087712,-99.0471762,México
12418,"Okayama, Japan",34.8581334,133.7759256,日本
12419,"Thailand, Bangkok",13.7524938,100.4935089,ประเทศไทย
12420,"Arona, Santa Cruz de Tenerife, España",28.0996248,-16.6809103,España
12421,"Aspropyrgos 193 00, Greece",38.058688,23.5888352,Ελλάς
12422,"Pickerington, OH, USA",39.8842304,-82.7535049,United States
12423,"35100 Maspalomas, Las Palmas, España",27.7527731,-15.5970832,España
12424,"Port Aransas, TX 78373, USA",27.8332175,-97.0618324,United States
12425,"Burlington, MA, USA",44.4761601,-73.212906,United States
12426,"Holland, MI, USA",42.7876022,-86.1090828,United States
12427,"23040' La Paz, B.C.S., Mexico",24.2151001,-110.2996448,México
12428,"Mostar 88000, Bosnia and Herzegovina",43.3435855,17.8076584,Bosna i Hercegovina / Босна и Херцеговина
12429,"San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia",2.5325553,-72.6295906,Colombia
12430,"Columbia, CT 06237, USA",41.7020432,-72.3011917,United States
12431,"Pasco, Peru",-10.5,-75.25,Perú
12432,"Whitesboro-Burleigh, Middle Township, NJ, USA",39.0422145,-74.86539268,United States
12433,"Poza Rica de Hidalgo, Veracruz, Mexico",20.53765745,-97.4451248,México
12434,"Conselheiro Lafaiete - MG, Brazil",-20.6596107,-43.785743,Brasil
12435,"Waldshut-Tiengen, Germany",47.6281754,8.2408579,Deutschland
12436,"Guantánamo Bay, Cuba",19.9242388,-75.15931492,Cuba
12437,"Bedford, Texas, United States",32.844017,-97.1430671,United States
12438,"Ciénega de Flores, N.L., México",25.95332615,-100.1874241,México
12439,"Matroosfontein, Cape Town, 7490, South Africa",-33.9405556,18.5777778,South Africa
12440,"North Branch, MI 48461, USA",43.229471,-83.196612,United States
12441,"Mauston, WI, USA",43.7971946,-90.0773495,United States
12442,"Jackson Heights, Queens, NY, EE. UU.",40.7556561,-73.8857755,United States
12443,"Dimitrovgrad, Bulgaria",42.0582493,25.5916466,Бългaрия
12444,"03149 Forst, Germany",51.73116088,14.62802364,Deutschland
12445,"Rockaway, NJ, USA",40.9012101,-74.5143232,United States
12446,"Rendsburg, Germany",54.3000225,9.6516356,Deutschland
12447,"Snohomish, WA, USA",48.0074736,-121.7304882,United States
12448,"Rockledge, FL, USA",28.3201553,-80.736647,United States
12449,"La Merced, Trujillo 13008, Perú",-8.1260512,-79.0393173,Perú
12450,"Edison, New Jersey, United States",40.538457,-74.39450187,United States
12451,"Delicias, Chihuahua, Mexico",28.1909814,-105.469426,México
12452,"Manteca, CA, USA",37.81623435,-121.2217882,United States
12453,"45230 La Chapelle-sur-Aveyron, Francia",47.8672285,2.8598356,France
12454,"Turlock, California, EE. UU.",37.4946568,-120.8465941,United States
12455,"Mayfield, KY 42066, USA",36.7413624,-88.6352595,United States
12456,"Brooklyn, NY 11236, USA",40.6526006,-73.9497211,United States
12457,"913 31 Holmsund, Sweden",60.6783631,17.226013,Sverige
12458,"Toledo City, Cebu, Philippines",10.3749385,123.6344069,Pilipinas / Philippines
12459,"Lambert, MS, USA",34.2017783,-90.2834261,United States
12460,"Winnebago, IL 61088, USA",42.3255276,-89.1496574,United States
12461,"Sandusky, OH 44870, USA",41.4406292,-82.7186731,United States
12462,"Genoa City, WI, USA",42.4983517,-88.3281487,United States
12463,"Ávila, España",40.656478,-4.7002172,España
12464,"Alcala de Henares, Madrid, Spain",40.4818396,-3.3644973,España
12465,"Queensburgh, South Africa",-29.863889,30.914722,South Africa
12466,"Saint Petersburg, Florida",27.7703796,-82.6695085,United States
12467,"Torrejón de Ardoz, Madrid, Spain",40.4587767,-3.4793343,España
12468,"Wayne, OK 73095, USA",34.9181307,-97.3144709,United States
12469,"Kiev, Ukraine, 02000",49.7990232,30.11656392,Україна
12470,"Kempten, Germany",47.7267063,10.3168835,Deutschland
12471,"Lewisburg, TN 37091, USA",35.4492404,-86.7888887,United States
12472,"Olympia, WA, USA",47.0451022,-122.8950075,United States
12473,"Hendrum, MN 56550, USA",47.2644166,-96.8114676,United States
12474,Ekaterinburg,56.839104,60.60825,Россия
12475,"Fernandina Beach, FL 32034, USA",30.6696818,-81.4625919,United States
12476,"Limón, Puerto Viejo de Talamanca, Costa Rica",9.6551182,-82.75532344,Costa Rica
12477,"Kingman, AZ 86401, USA",35.189443,-114.0530065,United States
12478,"Santa Monica, California, United States",34.0194704,-118.4912273,United States
12479,"Veracruz, Ver., Mexico",19.1798858,-96.135648,México
12480,"Purmerend, Netherlands",52.4997208,4.964420037,Nederland
12481,"43580 Deltebre, Tarragona, España",40.72596717,0.74811319,España
12482,"Waterloo Illinois, United States",38.3358857,-90.1498341,United States
12483,"Lagos, Nigeria",6.4550575,3.3941795,Nigeria
12484,"Perth WA 6000, Australia",-31.9513659,115.8603895,Australia
12485,"New Ipswich, NH, USA",42.7481421,-71.8542429,United States
12486,"Detroit, TX 75436, USA",33.6629825,-95.2662526,United States
12487,"Santa María (Catamarca), Catamarca, Argentina",-26.694559,-66.0481138,Argentina
12488,"Kimberly, ID 83341, USA",42.5338019,-114.3647561,United States
12489,"Moyogalpa, Nicaragua",11.5400817,-85.6979365,Nicaragua
12490,"Jamundí, Valle del Cauca, Colombia",3.2618357,-76.5407975,Colombia
12491,"Talisay City, Negros Occidental, Philippines",10.7477678,122.9792576,Pilipinas / Philippines
12492,"Illinois, EE. UU.",40.0796606,-89.4337288,United States
12493,"Kandahar, Afghanistan",31.6205738,65.7157573,افغانستان
12494,"Portmore, Jamaica",17.9717917,-76.8738048,Jamaica
12495,"Brownsboro, TX 75756, USA",32.3023706,-95.6135715,United States
12496,"Chattanooga, TN, USA",35.0457219,-85.3094883,United States
12497,"Welland, ON, Canada",42.9922181,-79.2484192,Canada
12498,"Clarkfield, Minnesota 56223, EE. UU.",44.790514,-95.808639,United States
12499,"Vinton, Virginia, United States",37.2809707,-79.8969819,United States
12500,"Effingham, IL, USA",39.0520902,-88.6029006,United States
12501,"Cabimas, Zulia, Venezuela",10.395075,-71.4414049,Venezuela
12502,"Sánchez 32000, República Dominicana",19.2310367,-69.6122927,República Dominicana
12503,"Midland, MI, USA",43.6155825,-84.2472117,United States
12504,"Limpio, Paraguay",-25.1728768,-57.4778284,Paraguay
12505,"Adelaide, Australia",-34.9281805,138.5999312,Australia
12506,"Dorado, Dorado, Puerto Rico",-33.387243,-70.5494222,Chile
12507,"Belconnen ACT 2617, Australia",-35.2355111,149.0676728,Australia
12508,"07200 Felanich, Islas Baleares, España",39.4712071,3.1493036,España
12509,"19200 Azuqueca de Henares, Guadalajara, España",40.56273542,-3.2677,España
12510,"Atsugi, Kanagawa, Japan",35.464797,139.323536,日本
12511,"Lerdo, Dgo., México",25.47096495,-103.6638822,México
12512,"Arica, Arica, Región de Arica y Parinacota, Chile",-18.4785288,-70.3211394,Chile
12513,"Albuquerque, United States",35.0841034,-106.650985,United States
12514,"Scranton, PA, USA",41.4086874,-75.6621294,United States
12515,"Quilpué, Región de Valparaíso, Chile",-33.0498135,-71.4415282,Chile
12516,"Centennial, CO, USA",39.579155,-104.8769227,United States
12517,"Chaguanas, Trinidad y Tobago",10.5147394,-61.4076757,Trinidad and Tobago
12518,"Somerset, KY, USA",37.0920222,-84.6041084,United States
12519,"Slaughters, KY 42456, USA",37.4889337,-87.5022239,United States
12520,"New Haven, CT, USA",41.3082138,-72.9250518,United States
12521,"Portsmouth, Portsmouth, UK",50.8221133,-1.067760249,United Kingdom
12522,"44030 Ro, Ferrara, Italia",44.9466518,11.7626169,Italia
12523,"Grayslake, IL 60030, USA",42.3433518,-88.0412192,United States
12524,"Coloncito 5038, Táchira, Venezuela",8.3296762,-72.0891631,Venezuela
12525,"Lucena, Quezon, Philippines",14.6591548,121.0471331,Pilipinas / Philippines
12526,"Toluca de Lerdo, Méx., México",19.292545,-99.6569007,México
12527,"Toledo, Spain",39.8560679,-4.0239568,España
12528,"Greenville, TX 75402, USA",33.1384488,-96.1108066,United States
12529,"Windsor Heights, IA, USA",41.6002144,-93.7087635,United States
12530,"Manila, Metro Manila, Philippines",14.5948914,120.9782618,Pilipinas / Philippines
12531,"Yeoville, Johannesburg, 2198, South Africa",-26.1838889,28.0641667,South Africa
12532,"Pontevedra, España",42.6075172,-8.4714942,España
12533,"Yreka, CA, USA",41.732616,-122.637766,United States
12534,"San Isidro Lima 27, Peru",-11.0938291,-77.6262672,Perú
12535,"Ndola, Zambia",-12.9693056,28.6365894,Zambia
12536,"Shropshire, United Kingdom",52.65233935,-2.64356407,United Kingdom
12537,"Santa Cruz de Mao, República Dominicana",19.5556795,-71.0759018,República Dominicana
12538,"Belleville, ON, Canada",44.1633264,-77.3852556,Canada
12539,"Sommerville, Texas",29.8347283,-95.5489355,United States
12540,"83395 Freilassing, Germany",47.83869485,12.97394248,Deutschland
12541,"Montreal, Quebec, Canada",45.5031824,-73.5698065,Canada
12542,"86000 Poitiers, Francia",46.57459319,0.350700071,France
12543,"Bugalagrande, Valle del Cauca, Colombia",4.2138883,-76.1571129,Colombia
12544,"Brainerd, MN 56401, USA",46.3580221,-94.2008288,United States
12545,"Macungie, PA, USA",40.5159304,-75.5551858,United States
12546,"Boa Vista, Roraima, Brazil",2.8208478,-60.6719582,Brasil
12547,"Pereira, Pereira, Risaralda, Colombia",4.8142907,-75.6946964,Colombia
12548,"Bern, Switzerland",46.9482713,7.4514512,Schweiz/Suisse/Svizzera/Svizra
12549,"Abita Springs, LA, USA",30.4785257,-90.0375755,United States
12550,"Buga, Valle del Cauca, Colombia",3.9000578,-76.302013,Colombia
12551,"Hartford, Connecticut, EE. UU.",41.764582,-72.6908547,United States
12552,"La Mesa, CA, USA",32.7678288,-117.0230839,United States
12553,"Leyton, London E10, UK",51.57330305,-0.014054387,United Kingdom
12554,"Ormskirk, Ormskirk, Lancashire, UK",53.5694489,-2.8810819,United Kingdom
12555,"San Juan, Puerto Rico",18.465299,-66.116666,United States
12556,Al Khobar Saudi Arabia,26.3039999,50.1960237,السعودية
12557,"Santarém, Portugal",39.2363637,-8.6867081,Portugal
12558,"Viçosa, MG, Brazil",-20.7538586,-42.8815888,Brasil
12559,"Lima Region, Peru",-5.1969714,-80.6254506,Perú
12560,"Pembroke, NH, USA",43.14709,-71.457825,United States
12561,"5571 Bergeijk, Netherlands",51.3211501,5.3569427,Nederland
12562,Belgium,50.6402809,4.6667145,België / Belgique / Belgien
12563,"Niš, Serbia",43.3211301,21.8959232,Србија
12564,"Bethesda, MD, USA",38.98127255,-77.12335871,United States
12565,"76344 Eggenstein-Leopoldshafen, Germany",49.0736157,8.3814733,Deutschland
12566,"Ried im Innkreis, Austria",48.2085868,13.48839,Österreich
12567,"Teignmouth, Devon, UK",50.5463385,-3.4957798,United Kingdom
12568,"Rodeo, CA, USA",38.0339842,-122.2676656,United States
12569,"Santa Cruz, Bolivia",-17.333333,-61.5,Bolivia
12570,"Monahans, TX, USA",31.5890519,-102.8861902,United States
12571,"Londrina, PR, Brazil",-23.3112878,-51.1595023,Brasil
12572,"Cleveland, GA 30528, USA",34.5972449,-83.7633058,United States
12573,"Booklyn, New York, United States",40.6443705,-74.0249261,United States
12574,"Quibdó, Quibdó, Chocó, Colombia",5.69,-76.6599972,Colombia
12575,"Alcobendas, Madrid, España",40.5400082,-3.6358494,España
12576,"Millersport, OH 43046, USA",39.9000639,-82.534048,United States
12577,"Reedley, California, EE. UU.",36.5963395,-119.450402,United States
12578,"Valle De La Pascua, Guárico, Venezuela",9.2139083,-66.0065129,Venezuela
12579,"Bonaire, GA 31005, USA",32.5438429,-83.5960264,United States
12580,"Walla Walla, WA, USA",46.2055155,-118.5174284,United States
12581,"Swaffham, Norfolk, UK",52.6481171,0.6909259,United Kingdom
12582,"Utica, MI, USA",42.6261446,-83.0335384,United States
12583,"Livermore Falls, ME, USA",44.4753426,-70.188114,United States
12584,"Calico Rock, AR 72519, USA",36.1195143,-92.1359867,United States
12585,"Campeche, Mexico",19.330194,-89.9435138,México
12586,"Wilder, Hartford, VT, USA",43.6729268,-72.309343,United States
12587,"Thornlands QLD 4164, Australia",-27.5687,153.2625241,Australia
12588,"Tredegar, Blaenau Gwent, UK",51.7732557,-3.2469535,United Kingdom
12589,"Lisbon, CT, USA",41.5866851,-72.0207809,United States
12590,"Davis, CA 95616, USA",38.545379,-121.744583,United States
12591,"Havana, Cuba",23.135305,-82.3589631,Cuba
12592,"Forestville, MD, USA",38.8525535,-76.8723366,United States
12593,"Maseru, Lesotho",-29.310054,27.478222,Lesotho
12594,"Morrisville, NY 13408, USA",42.8986566,-75.6402204,United States
12595,"Komagane, Prefectura de Nagano, Japón",35.7296709,137.9389254,日本
12596,"Oakland, United States",37.8044557,-122.2713563,United States
12597,"Sunderland, Tyne and Wear, UK",54.89266885,-1.410116579,United Kingdom
12598,"Apopka, FL, USA",28.6779683,-81.5115214,United States
12599,"Glendale, Arizona, EE. UU.",33.5386858,-112.1859941,United States
12600,"01900 Nurmijärvi, Finland",60.46656949,24.81386816,Suomi / Finland
12601,"6920 Videbaek, Denmark",56.0893891,8.6295216,Danmark
12602,"Trimble, TN 38259, USA",36.2031241,-89.190902,United States
12603,"Leyland, Lancashire, UK",53.6904813,-2.6991336,United Kingdom
12604,"Clarksburg, WV, USA",39.2806451,-80.3445341,United States
12605,"Vejgaard, 9000 Aalborg, Denmark",57.043531,9.949538,Danmark
12606,"Marsella, Francia",43.2961743,5.3699525,France
12607,"Dublin, CA 94568, USA",37.7021521,-121.9357918,United States
12608,"Hastings, New Zealand",-39.6417678,176.8430781,New Zealand / Aotearoa
12609,"Tacoma, WA, USA",47.2495798,-122.439874,United States
12610,"Killeen, Texas, EE. UU.",31.1171441,-97.727796,United States
12611,"Greenwood, IN, USA",39.6136578,-86.1066526,United States
12612,"San Cristóbal, 5001, Táchira, Venezuela",7.7756663,-72.2214154,Venezuela
12613,"Vanceboro, NC 28586, USA",35.3084953,-77.1541195,United States
12614,"Santa Ana, Son., México",30.4575212,-111.0397894,México
12615,"Fairfield, MT 59436, USA",47.614673,-111.980279,United States
12616,"Bury, UK",53.5927543,-2.2972827,United Kingdom
12617,"Minsk, Belarus",53.9024716,27.5618225,Беларусь
12618,"Dijon, France",47.3215806,5.0414701,France
12619,"Tutin, Serbia",42.9903848,20.3366918,Србија
12620,"Hilmar, CA 95324, USA",37.4085479,-120.8502035,United States
12621,"Messina ME, Italy",38.1937571,15.5542082,Italia
12622,"San Carlos, California",37.504936,-122.261823,United States
12623,"Capital, Córdoba, Argentina",-31.411134,-64.18368662,Argentina
12624,"Cartago Province, Tierra Blanca, Costa Rica",9.9152226,-83.8938186,Costa Rica
12625,"Copperas Cove, TX 76522, USA",31.124062,-97.9030785,United States
12626,"Dundalk, MD, USA",39.26243505,-76.48705853,United States
12627,"Austin, TX 78734, USA",30.3806745,-97.94639656,United States
12628,Nikolaev,46.9758615,31.9939666,Україна
12629,"Phuket, Thailand",7.9366015,98.3529292,ประเทศไทย
12630,"Chula Vista, California",32.6400541,-117.0841955,United States
12631,"Pedernales, Dominican Republic",18.0431598,-71.7432093,República Dominicana
12632,"Annemasse, France",46.1934005,6.2341093,France
12633,"San Borja, Perú",-12.09645155,-76.99568987,Perú
12634,"Guanacaste Province, Costa Rica",10.9408848,-84.8160137,Costa Rica
12635,"Viella Mitg Arán, Lérida, España",42.7017572,0.7954744,España
12636,"Wisbech, Wisbech, Cambridgeshire, UK",52.6586159,0.1600561,United Kingdom
12637,"Praderas de San Antonio, Panamá, Panamá",9.0707365,-79.44273515,Panamá
12638,"Marshall, AR 72650, USA",35.9089643,-92.6312746,United States
12639,"Mooinooi, South Africa",-25.746944,27.556389,South Africa
12640,"Ulyanovsk, Russia",54.3107593,48.3642771,Россия
12641,"Kobe, Japan",34.6932379,135.1943764,日本
12642,"Union, ME, USA",44.211741,-69.274292,United States
12643,"Samaná, Caldas, Colombia",5.4127804,-74.992031,Colombia
12644,"Cartagena, Murcia, Spain",37.6019353,-0.9841152,España
12645,"Aguadilla, Aguadilla, Puerto Rico",18.4686803,-67.1544517,United States
12646,"Odawara, Kanagawa Prefecture, Japan",35.263676,139.150229,日本
12647,"Worthington, MN, USA",43.6205056,-95.5956434,United States
12648,"Circasia, Quindío, Colombia",4.6113471,-75.66242566,Colombia
12649,"San Bernardo, Santiago Metropolitan Region, Chile",-33.5922859,-70.7045838,Chile
12650,"Colchester, CT, USA",41.579503,-72.34158125,United States
12651,"Savannah, Georgia, United States",32.0564572,-81.0951271,United States
12652,"Sleaford NG34, UK",52.9993971,-0.4096323,United Kingdom
12653,"Warrnambool VIC 3280, Australia",-38.3826241,142.4814191,Australia
12654,"Modi'ín, Israel",31.9547402,34.8917855,ישראל
12655,"Humble, TX, USA",29.9988312,-95.2621553,United States
12656,"Moroleón, Guanajuato, Mexico",20.1304859,-101.1915885,México
12657,"Beverly, OH 45715, USA",39.5480179,-81.6393772,United States
12658,"Nouakchott, Mauritania",18.0620675,-15.96274964,موريتانيا
12659,"Schweinfurt, Germany",50.0499945,10.233302,Deutschland
12660,"Banning, CA, USA",33.9255685,-116.875289,United States
12661,"Valparaiso, IN, USA",41.4730948,-87.0611412,United States
12662,"Kallang, Singapore",1.310759,103.866262,Singapore
12663,"Zierikzee, Netherlands",51.6497688,3.9208365,Nederland
12664,"Plainfield, Wisconsin 54966, EE. UU.",44.2138617,-89.4923422,United States
12665,"Cantón Daule, Ecuador",-1.8666702,-79.9752858,Ecuador
12666,"San Gaban, 21275, Perú",-17.9761512,-70.2304351,Perú
12667,"Fox River Grove, IL, USA",42.2008575,-88.2145259,United States
12668,"Madill, OK 73446, USA",34.0902508,-96.7715618,United States
12669,"Victorville, CA 92394, USA",34.51867955,-117.3228184,United States
12670,"Colorado, United States",38.7251776,-105.607716,United States
12671,"Dunfermline, Dunfermline, Fife, UK",56.0699085,-3.463563305,United Kingdom
12672,"Merrillville, Indiana, EE. UU.",41.4828144,-87.3328139,United States
12673,"Lake City Rd, Florida, USA",28.6311111,-81.8497222,United States
12674,"Mies, Switzerland",46.3060321,6.1723029,Schweiz/Suisse/Svizzera/Svizra
12675,"Corydon, IN 47112, USA",38.2129325,-86.125386,United States
12676,"La Crosse, Wisconsin, EE. UU.",43.8122836,-91.2514355,United States
12677,"Rotterdam, NY, USA",42.7870209,-73.9709583,United States
12678,"Centralia, WA, USA",46.7204489,-122.96143,United States
12679,"Coroneo, Gto., México",20.21677755,-100.3948999,México
12680,"Lancaster, Ohio, United States",39.7136754,-82.5993294,United States
12681,"Fort Lee, NJ, USA",40.8509333,-73.9701382,United States
12682,"Béjaïa, Algeria",36.7511783,5.0643687,Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
12683,"Boise, ID, USA",43.6166163,-116.200886,United States
12684,"Boumerdes, Algeria",36.7358032,3.61630457,Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
12685,"Dayton, TN 37321, USA",35.4939587,-85.0124535,United States
12686,"Forsyth County, NC, USA",36.1476399,-80.2415712,United States
12687,"Tiftonia, Chattanooga, TN 37419, USA",35.0493664,-85.3564459,United States
12688,"Labasa, Fiji",-16.4332753,179.3664854,Viti
12689,"Gadsden, AL, USA",34.010929,-85.9989596,United States
12690,"Lexington, NC, USA",35.8240265,-80.2533838,United States
12691,"Landshut, Germany",48.536217,12.1516551,Deutschland
12692,"Santa Clara, Cuba",22.406572,-79.965149,Cuba
12693,"Tomball, TX, USA",30.0971621,-95.6160549,United States
12694,"Farmington, Míchigan, EE. UU.",42.4644795,-83.3763219,United States
12695,"Ensley, FL, USA",30.52649155,-87.27748594,United States
12696,"Celaya, GTO, Mexico",20.521788,-100.8140458,México
12697,"Aliquippa, PA 15001, USA",40.6102386,-80.267726,United States
12698,"San Antonio de Los Altos 1204, Miranda, Venezuela",10.3751347,-66.9665409,Venezuela
12699,"Jasper, AL, USA",33.8312185,-87.2775053,United States
12700,"North Liberty, IA 52317, USA",41.7478297,-91.6064397,United States
12701,"Hallsville, MO 65255, USA",39.1169851,-92.220735,United States
12702,"Ledgewood, NJ 07852, USA",40.8812101,-74.6559944,United States
12703,"Land O' Lakes, FL, USA",28.2144905,-82.44559288,United States
12704,"Ajisu, Yamaguchi, Yamaguchi Prefecture 754-1277, Japan",34.0107018,131.356639,日本
12705,"Norcross, GA, USA",33.9412127,-84.2135309,United States
12706,"Torre del Mar, Málaga, España",36.7413845,-4.0946126,España
12707,"Cabo Rojo, 00623, Puerto Rico",18.0870192,-67.1459114,United States
12708,"Puebla, Mexico",18.833333,-98,México
12709,"Komotini 691 00, Greece",41.117833,25.4041307,Ελλάς
12710,"Witbank, Emalahleni, South Africa",-25.8763485,29.2010447,South Africa
12711,"Sinaloa, Sin., Mexico",24.78797735,-107.373326,México
12712,"Durban Central, Durban, 4001, South Africa",-29.8574209,31.02222775,South Africa
12713,"Nea Skioni, Greece",39.9467769,23.5317622,Ελλάς
12714,"Avanos, Avanos/Nevşehir, Turkey",38.7187371,34.8468663,Türkiye
12715,"Escuintla, Guatemala",14.3022857,-90.7866243,Guatemala
12716,"Nagarote, Nicaragua",12.26632655,-86.56732857,Nicaragua
12717,"Playa Coronado, Panamá",8.5221725,-79.8991118,Panamá
12718,"Othello, WA 99344, USA",46.8259742,-119.175291,United States
12719,"Boca del Río, Ver., Mexico",19.11300805,-96.11195023,México
12720,"Vienna, MO 65582, USA",38.186712,-91.9472969,United States
12721,"94730 Nogales, Ver., Mexico",18.8325282,-97.1555717,México
12722,"Lake Station, IN, USA",41.5750369,-87.2389246,United States
12723,"Millport, NY 14864, USA",42.2653526,-76.8346791,United States
12724,"Laja, Región del Bío Bío, Chile",-37.2795106,-72.7149212,Chile
12725,"Malesherbes, France",48.2865494,2.397281957,France
12726,"Haleiwa, HI, USA",21.5935975,-158.1044697,United States
12727,"Rondonia, Brasil",-10.943145,-62.8277863,Brasil
12728,"Fostoria, OH 44830, USA",41.156998,-83.4168702,United States
12729,"Lowell, Massachusetts, EE. UU.",42.6334247,-71.3161718,United States
12730,"Buff Bay, Jamaica",18.2328871,-76.6606215,Jamaica
12731,"Fond du Lac, WI, USA",43.7533414,-88.4493796,United States
12732,"Lamesa, TX 79331, USA",32.7357287,-101.9550202,United States
12733,"Braintree, MA, USA",42.2064195,-71.005067,United States
12734,"Hamamatsu, Prefectura de Shizuoka, Japón",34.7109786,137.7259431,日本
12735,"Verdalsora, Norway",63.7927932,11.4820286,Norge
12736,"Jinotega, Nicaragua",13.8023296,-85.5485632,Nicaragua
12737,"Sun City, Menifee, CA, USA",33.7052978,-117.2027327,United States
12738,"Caaguazú, Paraguay",-25.333333,-55.833333,Paraguay
12739,"City of Orange, NJ 07050, USA",40.7706562,-74.2326463,United States
12740,"Atyrá, Paraguay",-25.2796362,-57.1707831,Paraguay
12741,"Berisso, Buenos Aires Province, Argentina",-34.8688565,-57.8828667,Argentina
12742,"Clarks Hill, SC, USA",33.6588925,-82.16213425,United States
12743,"Julian, WV 25529, USA",38.1575496,-81.8557697,United States
12744,"Pittsfield, MA 01201, USA",42.4514324,-73.254035,United States
12745,"Issaquah, WA, USA",47.5348778,-122.0432974,United States
12746,"Ellicott City, MD 21042, USA",39.27573585,-76.83174174,United States
12747,"Marco Island, FL 34145, USA",25.9363356,-81.7156832,United States
12748,"Sidon, Lebanon",33.5618345,35.3780338,لبنان
12749,"Goldfield, IA 50542, USA",42.7353424,-93.920444,United States
12750,"Mission, BC, Canada",49.1589351,-122.283583,Canada
12751,"Mansfield, OH, USA",40.75839,-82.5154471,United States
12752,"Cornwall, ON, Canada",45.0184417,-74.728703,Canada
12753,"Turtle Creek, PA, USA",40.405926,-79.8250534,United States
12754,"Pergamino, Buenos Aires Province, Argentina",-33.897495,-60.575046,Argentina
12755,"Waterford, Michigan, United States",42.7022527,-83.402718,United States
12756,"Winder, GA 30680, USA",33.9919085,-83.7184368,United States
12757,"Dallas, Texas 75217, EE. UU.",32.7762719,-96.7968559,United States
12758,"Maysville, AR 72747, USA",36.403689,-94.6018877,United States
12759,"Bad Dürkheim, Germany",49.4632944,8.1705063,Deutschland
12760,"Langkawi, 07000, Kedah, Malaysia",6.3700386,99.7928634,Malaysia
12761,"Hidden Falls, San Antonio, TX 78250, USA",29.494498,-98.695712,United States
12762,"Macomb, MI 48042, USA",42.6741189,-82.902901,United States
12763,"Diwaniyah, Iraq",31.9853304,44.9236266,العراق
12764,"Cape Coral, FL, USA",26.6059432,-81.9806771,United States
12765,"General Santos City, South Cotabato, Philippines",6.5111218,124.8476564,Pilipinas / Philippines
12766,"Roseville, MI, USA",42.4972583,-82.9371409,United States
12767,"Eastlake, OH, USA",41.6490337,-81.4378991,United States
12768,"Conroe, TX 77302, USA",30.3118769,-95.4560512,United States
12769,"Sinaai, 9112 Sint-Niklaas, Belgium",51.15689,4.04172,België / Belgique / Belgien
12770,"Old Lyme, CT, USA",41.3159315,-72.3289715,United States
12771,"Oceanside, California, EE. UU.",33.1958696,-117.3794834,United States
12772,"Spring Valley, California, United States",32.7296395,-116.9668618,United States
12773,"San Diego, California, United States",32.7174202,-117.1627728,United States
12774,"Florida, Puerto Rico",28.072703,-16.6609923,España
12775,"LaPlace, LA, USA",30.0771675,-90.485784,United States
12776,"Port-au-Prince, Haiti",18.547327,-72.3395928,Ayiti
12777,"Castro Valley, CA, USA",37.71573685,-122.0906318,United States
12778,"Azle, TX 76020, USA",32.8975875,-97.5437799,United States
12779,"Palm City, FL, USA",27.1713925,-80.28422171,United States
12780,"Santander Department, Colombia",4.5931387,-74.1093657,Colombia
12781,"Lerdo, Durango, Mexico",25.47096495,-103.6638822,México
12782,"Pasaje Santo Domingo, San Francisco, Córdoba, Argentina",-31.4324647,-62.1088661,Argentina
12783,"Deming, NM 88030, USA",32.2719247,-107.7543192,United States
12784,"Pia, France",42.7452716,2.9191579,France
12785,"Sevierville, TN 37876, USA",35.8667112,-83.5620518,United States
12786,"Maryland Heights, MO, USA",38.7150511,-90.435999,United States
12787,"Troy, Alabama, United States",31.8087678,-85.969951,United States
12788,"Basin, WY 82410, USA",44.379956,-108.038989,United States
12789,"Helsingborg, Sweden",56.0441984,12.7040684,Sverige
12790,"Joensuu, Finland",62.6006257,29.7584591,Suomi / Finland
12791,"Eleuthera, The Bahamas",24.93038,-76.1921181,The Bahamas
12792,"Piñas, Ecuador",-3.68065975,-79.68131628,Ecuador
12793,"Carúpano 6150, Venezuela",10.6488325,-63.2551988,Venezuela
12794,"Santa Paula, CA 93060, USA",34.3554599,-119.0619699,United States
12795,"Northam WA 6401, Australia",-31.6535192,116.6726927,Australia
12796,"Frankenthal (Pfalz), 67227 Frankenthal, Germany",49.5360043,8.3503292,Deutschland
12797,"Van Horne, IA 52346, USA",42.0086088,-92.091016,United States
